id,channel,content_type,route_or_slug,title,region,activity,commercial_tier,priority,status,launch_visible,owner,assigned_agent,source_count,source_urls,evidence_status,image_status,image_source_url,copy_status,seo_status,schema_status,commercial_review_status,safety_or_legal_status,last_generated_at,last_reviewed_at,next_review_due,published_at,blocker_reason,review_notes,quality_score,confidence_score
event-festive-season-events-at-talyllyn-railway,dynamic,event,/events/festive-season-events-at-talyllyn-railway,Festive Season Events At Talyllyn Railway,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Festive Season Events at Talyllyn Railway"" missing image",Audit gap: Source event image from operator or generate,55,25
event-festive-season-events-at-tredegar-house,dynamic,event,/events/festive-season-events-at-tredegar-house,Festive Season Events At Tredegar House,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Festive Season Events at Tredegar House"" missing image",Audit gap: Source event image from operator or generate,55,25
event-festive-season-events-at-tretower-court-and-castle,dynamic,event,/events/festive-season-events-at-tretower-court-and-castle,Festive Season Events At Tretower Court And Castle,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Festive Season Events at Tretower Court and Castle"" missing image",Audit gap: Source event image from operator or generate,55,25
event-festive-season-events-at-vale-of-rheidol-railway,dynamic,event,/events/festive-season-events-at-vale-of-rheidol-railway,Festive Season Events At Vale Of Rheidol Railway,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Festive Season Events at Vale of Rheidol Railway"" missing image",Audit gap: Source event image from operator or generate,55,25
event-festive-season-events-at-welsh-mountain-zoo,dynamic,event,/events/festive-season-events-at-welsh-mountain-zoo,Festive Season Events At Welsh Mountain Zoo,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Festive Season Events at Welsh Mountain Zoo"" missing image",Audit gap: Source event image from operator or generate,55,25
event-festive-season-events-at-welsh-wildlife-centre-cilgerran,dynamic,event,/events/festive-season-events-at-welsh-wildlife-centre-cilgerran,Festive Season Events At Welsh Wildlife Centre Cilgerran,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Festive Season Events at Welsh Wildlife Centre (Cilgerran)"" missing image",Audit gap: Source event image from operator or generate,55,25
event-festive-season-events-at-zip-world-various,dynamic,event,/events/festive-season-events-at-zip-world-various,Festive Season Events At Zip World Various,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Festive Season Events at Zip World (Various)"" missing image",Audit gap: Source event image from operator or generate,55,25
event-fire-in-the-mountain,dynamic,event,/events/fire-in-the-mountain,Fire In The Mountain,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Fire in the Mountain"" missing image | Event ""Fire in the Mountain"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-fishguard-10k,dynamic,event,/events/fishguard-10k,Fishguard 10k,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Fishguard 10k"" missing image | Event ""Fishguard 10k"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-fishguard-5k,dynamic,event,/events/fishguard-5k,Fishguard 5k,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Fishguard 5k"" missing image | Event ""Fishguard 5k"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-fishguard-aquabike,dynamic,event,/events/fishguard-aquabike,Fishguard Aquabike,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Fishguard Aquabike"" missing image | Event ""Fishguard Aquabike"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-fishguard-farmers-market,dynamic,event,/events/fishguard-farmers-market,Fishguard Farmers Market,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Fishguard Farmers Market"" missing image",Audit gap: Source event image from operator or generate,55,25
event-fishguard-folk-festival,dynamic,event,/events/fishguard-folk-festival,Fishguard Folk Festival,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Fishguard Folk Festival"" missing image",Audit gap: Source event image from operator or generate,55,25
event-fishguard-half-marathon,dynamic,event,/events/fishguard-half-marathon,Fishguard Half Marathon,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Fishguard Half Marathon"" missing image | Event ""Fishguard Half Marathon"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-fishguard-international-music-festival,dynamic,event,/events/fishguard-international-music-festival,Fishguard International Music Festival,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Fishguard International Music Festival"" missing image",Audit gap: Source event image from operator or generate,55,25
event-fishguard-kids-race,dynamic,event,/events/fishguard-kids-race,Fishguard Kids Race,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Fishguard Kids Race"" missing image | Event ""Fishguard Kids Race"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-fishguard-regatta,dynamic,event,/events/fishguard-regatta,Fishguard Regatta,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Fishguard Regatta"" missing image | Event ""Fishguard Regatta"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-fishguard-show,dynamic,event,/events/fishguard-show,Fishguard Show,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Fishguard Show"" missing image",Audit gap: Source event image from operator or generate,55,25
event-fishguard-sprint-tri,dynamic,event,/events/fishguard-sprint-tri,Fishguard Sprint Tri,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Fishguard Sprint Tri"" missing image | Event ""Fishguard Sprint Tri"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-fishguard-swim,dynamic,event,/events/fishguard-swim,Fishguard Swim,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Fishguard Swim"" missing image | Event ""Fishguard Swim"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-focus-wales,dynamic,event,/events/focus-wales,Focus Wales,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Focus Wales"" missing image",Audit gap: Source event image from operator or generate,55,25
event-folly-farm-halloween,dynamic,event,/events/folly-farm-halloween,Folly Farm Halloween,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Folly Farm Halloween Spooktacular"" missing image",Audit gap: Source event image from operator or generate,55,25
event-folly-farm-summer,dynamic,event,/events/folly-farm-summer,Folly Farm Summer,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Folly Farm Summer Days"" missing image",Audit gap: Source event image from operator or generate,55,25
event-forage-farm-pumpkin-picking,dynamic,event,/events/forage-farm-pumpkin-picking,Forage Farm Pumpkin Picking,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Forage Farm Pumpkin Picking"" missing image | Event ""Forage Farm Pumpkin Picking"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-freshwater-west-open,dynamic,event,/events/freshwater-west-open,Freshwater West Open,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Freshwater West Open"" missing image",Audit gap: Source event image from operator or generate,55,25
event-g-yl-fair-y-canhwyllau,dynamic,event,/events/g-yl-fair-y-canhwyllau,G Yl Fair Y Canhwyllau,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Gŵyl Fair y Canhwyllau"" missing image",Audit gap: Source event image from operator or generate,55,25
event-gelligaer-farmers-hunt-show,dynamic,event,/events/gelligaer-farmers-hunt-show,Gelligaer Farmers Hunt Show,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Gelligaer Farmers Hunt Show"" missing image",Audit gap: Source event image from operator or generate,55,25
event-gladstone-s-library-hearth-festival,dynamic,event,/events/gladstone-s-library-hearth-festival,Gladstone S Library Hearth Festival,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Gladstone's Library Hearth Festival"" missing image | Event ""Gladstone's Library Hearth Festival"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-gnoll-junior-parkrun,dynamic,event,/events/gnoll-junior-parkrun,Gnoll Junior Parkrun,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Gnoll Junior Parkrun"" missing image | Event ""Gnoll Junior Parkrun"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-gnoll-parkrun,dynamic,event,/events/gnoll-parkrun,Gnoll Parkrun,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Gnoll Parkrun"" missing image",Audit gap: Source event image from operator or generate,55,25
event-gottwood-festival,dynamic,event,/events/gottwood-festival,Gottwood Festival,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Gottwood Festival"" missing image",Audit gap: Source event image from operator or generate,55,25
event-gower-chilli-festival,dynamic,event,/events/gower-chilli-festival,Gower Chilli Festival,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Gower Chilli Festival"" missing image | Event ""Gower Chilli Festival"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-gower-folk-festival,dynamic,event,/events/gower-folk-festival,Gower Folk Festival,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Gower Folk Festival"" missing image",Audit gap: Source event image from operator or generate,55,25
event-gower-show,dynamic,event,/events/gower-show,Gower Show,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Gower Show"" missing image",Audit gap: Source event image from operator or generate,55,25
event-gower-swim-festival,dynamic,event,/events/gower-swim-festival,Gower Swim Festival,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Gower Swim Festival"" missing image",Audit gap: Source event image from operator or generate,55,25
event-gower-walking-festival,dynamic,event,/events/gower-walking-festival,Gower Walking Festival,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Gower Walking Festival"" missing image",Audit gap: Source event image from operator or generate,55,25
event-great-british-food-margam,dynamic,event,/events/great-british-food-margam,Great British Food Margam,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Great British Food Festival - Margam Park"" missing image",Audit gap: Source event image from operator or generate,55,25
event-greenwood-halloween,dynamic,event,/events/greenwood-halloween,Greenwood Halloween,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Greenwood Family Park Halloween"" missing image",Audit gap: Source event image from operator or generate,55,25
event-greenwood-summer-events,dynamic,event,/events/greenwood-summer-events,Greenwood Summer Events,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""GreenWood Forest Park Summer Events"" missing image",Audit gap: Source event image from operator or generate,55,25
event-gregynog-festival,dynamic,event,/events/gregynog-festival,Gregynog Festival,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Gregynog Festival"" missing image | Event ""Gregynog Festival"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-gregynog-music-festival,dynamic,event,/events/gregynog-music-festival,Gregynog Music Festival,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Gregynog Music Festival"" missing image",Audit gap: Source event image from operator or generate,55,25
event-grom-search-wales,dynamic,event,/events/grom-search-wales,Grom Search Wales,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Grom Search Wales"" missing image",Audit gap: Source event image from operator or generate,55,25
event-gwyl-fwyd-caernarfon,dynamic,event,/events/gwyl-fwyd-caernarfon,Gwyl Fwyd Caernarfon,,,not_applicable,8,qa_needed,false,content-ops,,0,,partial,needs_review,,missing,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Gwyl Fwyd Caernarfon"" missing image | Event ""Gwyl Fwyd Caernarfon"" has thin description",Audit gap: Source event image from operator or generate | Audit gap: Write proper event description,70,45
event-gwynfe-show,dynamic,event,/events/gwynfe-show,Gwynfe Show,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Gwynfe Show"" missing image",Audit gap: Source event image from operator or generate,55,25
event-hafan-pwllheli-parkrun,dynamic,event,/events/hafan-pwllheli-parkrun,Hafan Pwllheli Parkrun,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Hafan Pwllheli Parkrun"" missing image",Audit gap: Source event image from operator or generate,55,25
event-halloween-and-autumn-trails-at-aberglasney-gardens,dynamic,event,/events/halloween-and-autumn-trails-at-aberglasney-gardens,Halloween And Autumn Trails At Aberglasney Gardens,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Halloween and Autumn Trails at Aberglasney Gardens"" missing image",Audit gap: Source event image from operator or generate,55,25
event-halloween-and-autumn-trails-at-beaumaris-castle,dynamic,event,/events/halloween-and-autumn-trails-at-beaumaris-castle,Halloween And Autumn Trails At Beaumaris Castle,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Halloween and Autumn Trails at Beaumaris Castle"" missing image",Audit gap: Source event image from operator or generate,55,25
event-halloween-and-autumn-trails-at-big-pit-national-coal-museum,dynamic,event,/events/halloween-and-autumn-trails-at-big-pit-national-coal-museum,Halloween And Autumn Trails At Big Pit National Coal Museum,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Halloween and Autumn Trails at Big Pit National Coal Museum"" missing image",Audit gap: Source event image from operator or generate,55,25
event-halloween-and-autumn-trails-at-bodnant-garden,dynamic,event,/events/halloween-and-autumn-trails-at-bodnant-garden,Halloween And Autumn Trails At Bodnant Garden,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Halloween and Autumn Trails at Bodnant Garden"" missing image",Audit gap: Source event image from operator or generate,55,25
event-halloween-and-autumn-trails-at-brecon-mountain-railway,dynamic,event,/events/halloween-and-autumn-trails-at-brecon-mountain-railway,Halloween And Autumn Trails At Brecon Mountain Railway,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Halloween and Autumn Trails at Brecon Mountain Railway"" missing image",Audit gap: Source event image from operator or generate,55,25
event-halloween-and-autumn-trails-at-bryngarw-country-park,dynamic,event,/events/halloween-and-autumn-trails-at-bryngarw-country-park,Halloween And Autumn Trails At Bryngarw Country Park,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Halloween and Autumn Trails at Bryngarw Country Park"" missing image",Audit gap: Source event image from operator or generate,55,25
event-halloween-and-autumn-trails-at-caernarfon-castle,dynamic,event,/events/halloween-and-autumn-trails-at-caernarfon-castle,Halloween And Autumn Trails At Caernarfon Castle,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Halloween and Autumn Trails at Caernarfon Castle"" missing image",Audit gap: Source event image from operator or generate,55,25
event-halloween-and-autumn-trails-at-caerphilly-castle,dynamic,event,/events/halloween-and-autumn-trails-at-caerphilly-castle,Halloween And Autumn Trails At Caerphilly Castle,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Halloween and Autumn Trails at Caerphilly Castle"" missing image",Audit gap: Source event image from operator or generate,55,25
event-halloween-and-autumn-trails-at-castell-coch,dynamic,event,/events/halloween-and-autumn-trails-at-castell-coch,Halloween And Autumn Trails At Castell Coch,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Halloween and Autumn Trails at Castell Coch"" missing image",Audit gap: Source event image from operator or generate,55,25
event-halloween-and-autumn-trails-at-chepstow-castle,dynamic,event,/events/halloween-and-autumn-trails-at-chepstow-castle,Halloween And Autumn Trails At Chepstow Castle,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Halloween and Autumn Trails at Chepstow Castle"" missing image",Audit gap: Source event image from operator or generate,55,25
event-halloween-and-autumn-trails-at-chirk-castle,dynamic,event,/events/halloween-and-autumn-trails-at-chirk-castle,Halloween And Autumn Trails At Chirk Castle,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Halloween and Autumn Trails at Chirk Castle"" missing image",Audit gap: Source event image from operator or generate,55,25
event-halloween-and-autumn-trails-at-colby-woodland-garden,dynamic,event,/events/halloween-and-autumn-trails-at-colby-woodland-garden,Halloween And Autumn Trails At Colby Woodland Garden,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Halloween and Autumn Trails at Colby Woodland Garden"" missing image",Audit gap: Source event image from operator or generate,55,25
event-halloween-and-autumn-trails-at-conwy-castle,dynamic,event,/events/halloween-and-autumn-trails-at-conwy-castle,Halloween And Autumn Trails At Conwy Castle,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Halloween and Autumn Trails at Conwy Castle"" missing image",Audit gap: Source event image from operator or generate,55,25
event-halloween-and-autumn-trails-at-cosmeston-lakes-country-park,dynamic,event,/events/halloween-and-autumn-trails-at-cosmeston-lakes-country-park,Halloween And Autumn Trails At Cosmeston Lakes Country Park,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Halloween and Autumn Trails at Cosmeston Lakes Country Park"" missing image",Audit gap: Source event image from operator or generate,55,25
event-halloween-and-autumn-trails-at-criccieth-castle,dynamic,event,/events/halloween-and-autumn-trails-at-criccieth-castle,Halloween And Autumn Trails At Criccieth Castle,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Halloween and Autumn Trails at Criccieth Castle"" missing image",Audit gap: Source event image from operator or generate,55,25
event-halloween-and-autumn-trails-at-denbigh-castle,dynamic,event,/events/halloween-and-autumn-trails-at-denbigh-castle,Halloween And Autumn Trails At Denbigh Castle,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Halloween and Autumn Trails at Denbigh Castle"" missing image",Audit gap: Source event image from operator or generate,55,25
event-halloween-and-autumn-trails-at-dinefwr,dynamic,event,/events/halloween-and-autumn-trails-at-dinefwr,Halloween And Autumn Trails At Dinefwr,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Halloween and Autumn Trails at Dinefwr"" missing image",Audit gap: Source event image from operator or generate,55,25
event-halloween-and-autumn-trails-at-dyffryn-gardens,dynamic,event,/events/halloween-and-autumn-trails-at-dyffryn-gardens,Halloween And Autumn Trails At Dyffryn Gardens,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Halloween and Autumn Trails at Dyffryn Gardens"" missing image",Audit gap: Source event image from operator or generate,55,25
event-halloween-and-autumn-trails-at-erddig,dynamic,event,/events/halloween-and-autumn-trails-at-erddig,Halloween And Autumn Trails At Erddig,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Halloween and Autumn Trails at Erddig"" missing image",Audit gap: Source event image from operator or generate,55,25
event-halloween-and-autumn-trails-at-ffestiniog-welsh-highland-railways,dynamic,event,/events/halloween-and-autumn-trails-at-ffestiniog-welsh-highland-railways,Halloween And Autumn Trails At Ffestiniog Welsh Highland Railways,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Halloween and Autumn Trails at Ffestiniog & Welsh Highland Railways"" missing image",Audit gap: Source event image from operator or generate,55,25
event-halloween-and-autumn-trails-at-folly-farm-adventure-park-and-zoo,dynamic,event,/events/halloween-and-autumn-trails-at-folly-farm-adventure-park-and-zoo,Halloween And Autumn Trails At Folly Farm Adventure Park And Zoo,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Halloween and Autumn Trails at Folly Farm Adventure Park and Zoo"" missing image",Audit gap: Source event image from operator or generate,55,25
event-halloween-and-autumn-trails-at-gigrin-farm-red-kite-feeding-centre,dynamic,event,/events/halloween-and-autumn-trails-at-gigrin-farm-red-kite-feeding-centre,Halloween And Autumn Trails At Gigrin Farm Red Kite Feeding Centre,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Halloween and Autumn Trails at Gigrin Farm Red Kite Feeding Centre"" missing image",Audit gap: Source event image from operator or generate,55,25
event-halloween-and-autumn-trails-at-gnoll-estate-country-park,dynamic,event,/events/halloween-and-autumn-trails-at-gnoll-estate-country-park,Halloween And Autumn Trails At Gnoll Estate Country Park,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Halloween and Autumn Trails at Gnoll Estate Country Park"" missing image",Audit gap: Source event image from operator or generate,55,25
event-halloween-and-autumn-trails-at-greenwood-family-park,dynamic,event,/events/halloween-and-autumn-trails-at-greenwood-family-park,Halloween And Autumn Trails At Greenwood Family Park,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Halloween and Autumn Trails at Greenwood Family Park"" missing image",Audit gap: Source event image from operator or generate,55,25
event-halloween-and-autumn-trails-at-harlech-castle,dynamic,event,/events/halloween-and-autumn-trails-at-harlech-castle,Halloween And Autumn Trails At Harlech Castle,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Halloween and Autumn Trails at Harlech Castle"" missing image",Audit gap: Source event image from operator or generate,55,25
event-halloween-and-autumn-trails-at-kidwelly-castle,dynamic,event,/events/halloween-and-autumn-trails-at-kidwelly-castle,Halloween And Autumn Trails At Kidwelly Castle,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Halloween and Autumn Trails at Kidwelly Castle"" missing image",Audit gap: Source event image from operator or generate,55,25
event-halloween-and-autumn-trails-at-llanerchaeron,dynamic,event,/events/halloween-and-autumn-trails-at-llanerchaeron,Halloween And Autumn Trails At Llanerchaeron,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Halloween and Autumn Trails at Llanerchaeron"" missing image",Audit gap: Source event image from operator or generate,55,25
event-halloween-and-autumn-trails-at-manor-wildlife-park,dynamic,event,/events/halloween-and-autumn-trails-at-manor-wildlife-park,Halloween And Autumn Trails At Manor Wildlife Park,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Halloween and Autumn Trails at Manor Wildlife Park"" missing image",Audit gap: Source event image from operator or generate,55,25
event-halloween-and-autumn-trails-at-margam-country-park,dynamic,event,/events/halloween-and-autumn-trails-at-margam-country-park,Halloween And Autumn Trails At Margam Country Park,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Halloween and Autumn Trails at Margam Country Park"" missing image",Audit gap: Source event image from operator or generate,55,25
event-halloween-and-autumn-trails-at-national-botanic-garden-of-wales,dynamic,event,/events/halloween-and-autumn-trails-at-national-botanic-garden-of-wales,Halloween And Autumn Trails At National Botanic Garden Of Wales,,,not_applicable,8,qa_needed,false,content-ops,,0,,missing,missing,,needs_review,needs_review,needs_review,not_applicable,needs_review,,,,,"Event ""Halloween and Autumn Trails at National Botanic Garden of Wales"" missing image",Audit gap: Source event image from operator or generate,55,25
