id,type,name,slug,region,source_file,data_completeness,status,notes
e133314d83,images,Along South Beach - geograph.org.uk - 6081791.jpg,pwllheli-south,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
e133314d83,images,Beach at Towyn south-west of Pwllheli in Gwynedd - geograph.org.uk - 7689945.jpg,pwllheli-south,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
e133314d83,images,"Eastern End of South Beach, Pwllheli - geograph.org.uk - 6628302.jpg",pwllheli-south,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
e133314d83,images,Flag beside South Beach - geograph.org.uk - 6082072.jpg,pwllheli-south,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
e133314d83,images,Skateboard ramp at Pwllheli's South Beach - geograph.org.uk - 1922833.jpg,pwllheli-south,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
e133314d83,images,"South Beach, Pwllheli - geograph.org.uk - 3312436.jpg",pwllheli-south,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
e133314d83,images,"South Beach, Pwllheli - geograph.org.uk - 4455319.jpg",pwllheli-south,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
e133314d83,images,South Beach - geograph.org.uk - 6081790.jpg,pwllheli-south,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
e133314d83,images,South Beach looking East - geograph.org.uk - 6628586.jpg,pwllheli-south,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
e133314d83,images,South Beach looking West - geograph.org.uk - 6628591.jpg,pwllheli-south,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
50141322d9,images,Early evening at Red Wharf Bay - geograph.org.uk - 2551491.jpg,red-wharf-bay,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
50141322d9,images,"Red Wharf Bay, The Ship Inn - geograph.org.uk - 7137968.jpg",red-wharf-bay,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
50141322d9,images,Red Wharf Bay - Flickr - Terry Kearney.jpg,red-wharf-bay,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
50141322d9,images,Red Wharf Bay - geograph.org.uk - 2529760.jpg,red-wharf-bay,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
50141322d9,images,Red Wharf Bay and Benllech railway station 1909.jpg,red-wharf-bay,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
50141322d9,images,"Red Wharf Limestone Formation, Red Wharf Bay, Anglesey, North Wales, UK.jpg",red-wharf-bay,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
50141322d9,images,Sunset over Red Wharf Bay - geograph.org.uk - 2529397.jpg,red-wharf-bay,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
50141322d9,images,"The Ship Inn, Red Wharf Bay - geograph.org.uk - 3178272.jpg",red-wharf-bay,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
50141322d9,images,"The Ship Inn, Red Wharf Bay - geograph.org.uk - 3396986.jpg",red-wharf-bay,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
50141322d9,images,The Ship Inn at Red Wharf Bay - geograph.org.uk - 2529583.jpg,red-wharf-bay,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
631c498555,images,,rhinog-fach-llethr,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
631c498555,images,,rhinog-fach-llethr,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
631c498555,images,,rhinog-fach-llethr,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
631c498555,images,,rhinog-fach-llethr,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
631c498555,images,,rhinog-fach-llethr,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
d2f367475d,images,,rhinog-fawr-roman-steps,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
d2f367475d,images,,rhinog-fawr-roman-steps,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
d2f367475d,images,,rhinog-fawr-roman-steps,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
d2f367475d,images,,rhinog-fawr-roman-steps,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
d2f367475d,images,,rhinog-fawr-roman-steps,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
d2f367475d,images,,rhinog-fawr-roman-steps,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
d2f367475d,images,,rhinog-fawr-roman-steps,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
d2f367475d,images,,rhinog-fawr-roman-steps,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
d2f367475d,images,,rhinog-fawr-roman-steps,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
d2f367475d,images,,rhinog-fawr-roman-steps,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
c5b587a085,images,Rhosneigr from Traeth Crigyll - geograph.org.uk - 4970135.jpg,rhosneigr,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
c5b587a085,images,"Traeth Crigyll, Rhosneigr - geograph.org.uk - 5046588.jpg",rhosneigr,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
c5b587a085,images,Traeth Crigyll - geograph.org.uk - 8094332.jpg,rhosneigr,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
c5b587a085,images,Arwerthiant yng Nghapel Rhosneigr (1469371).jpg,rhosneigr,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
c5b587a085,images,Arwerthiant yng Nghapel Rhosneigr (1469373).jpg,rhosneigr,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
c5b587a085,images,Golygfa tuag at Rhosneigr - geograph.org.uk - 7320971.jpg,rhosneigr,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
c5b587a085,images,"Kitesurfers in Cymyran Bay, Anglesey - geograph.org.uk - 6302610.jpg",rhosneigr,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
c5b587a085,images,Rhosneigr Clock Tower 01 977.PNG,rhosneigr,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
c5b587a085,images,Rhosneigr Disaster Memorial 01 977.PNG,rhosneigr,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
c5b587a085,images,Rhosneigr Swyddfa'r Post 01 977.PNG,rhosneigr,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
0edc28e6c4,images,,rhossili-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
0edc28e6c4,images,,rhossili-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
0edc28e6c4,images,,rhossili-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
0edc28e6c4,images,,rhossili-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
0edc28e6c4,images,,rhossili-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
0edc28e6c4,images,,rhossili-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
0edc28e6c4,images,,rhossili-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
0edc28e6c4,images,,rhossili-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
0edc28e6c4,images,,rhossili-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
0edc28e6c4,images,,rhossili-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
8570c7ad1b,images,,rotherslade-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
c1f1b8855c,images,,saundersfoot,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
c1f1b8855c,images,,saundersfoot,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
c1f1b8855c,images,,saundersfoot,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
c1f1b8855c,images,,saundersfoot,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
c1f1b8855c,images,,saundersfoot,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
c1f1b8855c,images,,saundersfoot,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
5f8cbc2bbf,images,Across Shell Island - geograph.org.uk - 5988607.jpg,shell-island,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
5f8cbc2bbf,images,Camping on Shell Island (Mochras) - geograph.org.uk - 6076117.jpg,shell-island,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
5f8cbc2bbf,images,Camping on Shell Island - geograph.org.uk - 5988618.jpg,shell-island,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
5f8cbc2bbf,images,Dunes on Shell Island (Mochras) - geograph.org.uk - 6076112.jpg,shell-island,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
5f8cbc2bbf,images,Foryd ger Mochras - Estuary near Mochras (Shell Island) - geograph.org.uk - 3924146.jpg,shell-island,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
5f8cbc2bbf,images,Llandanwg Pensarn Harbour and Shell Island.jpg,shell-island,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
5f8cbc2bbf,images,Llandanwg and Shell Island beach.jpg,shell-island,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
5f8cbc2bbf,images,Mochras (Shell Island) - geograph.org.uk - 5060918.jpg,shell-island,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
5f8cbc2bbf,images,Path to Shell Island - geograph.org.uk - 6076102.jpg,shell-island,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
5f8cbc2bbf,images,Roads on Shell Island (Mochras) - geograph.org.uk - 6076114.jpg,shell-island,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
80e7d933d5,images,,skirrid-fawr,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
80e7d933d5,images,,skirrid-fawr,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
80e7d933d5,images,,skirrid-fawr,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
80e7d933d5,images,,skirrid-fawr,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
80e7d933d5,images,,skirrid-fawr,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
80e7d933d5,images,,skirrid-fawr,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
80e7d933d5,images,,skirrid-fawr,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
0a89715a32,images,,snowdon-llanberis,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
0a89715a32,images,,snowdon-llanberis,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
0a89715a32,images,,snowdon-llanberis,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
0a89715a32,images,,snowdon-llanberis,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
0a89715a32,images,,snowdon-llanberis,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
0a89715a32,images,,snowdon-llanberis,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
0a89715a32,images,,snowdon-llanberis,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
0a89715a32,images,,snowdon-llanberis,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
0a89715a32,images,,snowdon-llanberis,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
0a89715a32,images,,snowdon-llanberis,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
2802e107fc,images,,snowdon-miners,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
2802e107fc,images,,snowdon-miners,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
2802e107fc,images,,snowdon-miners,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
2802e107fc,images,,snowdon-miners,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
2802e107fc,images,,snowdon-miners,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
2802e107fc,images,,snowdon-miners,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
2802e107fc,images,,snowdon-miners,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
2802e107fc,images,,snowdon-miners,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
2802e107fc,images,,snowdon-miners,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
2802e107fc,images,,snowdon-miners,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
c9c4373394,images,,snowdon-pyg,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
c9c4373394,images,,snowdon-pyg,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
c9c4373394,images,,snowdon-pyg,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
c9c4373394,images,,snowdon-pyg,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
c9c4373394,images,,snowdon-pyg,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
c9c4373394,images,,snowdon-pyg,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
c9c4373394,images,,snowdon-pyg,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
c9c4373394,images,,snowdon-pyg,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
c9c4373394,images,,snowdon-pyg,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
c9c4373394,images,,snowdon-pyg,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
6e72b08041,images,,snowdon-ranger,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
6e72b08041,images,,snowdon-ranger,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
6e72b08041,images,,snowdon-ranger,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
6e72b08041,images,,snowdon-ranger,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
6e72b08041,images,,snowdon-ranger,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
6e72b08041,images,,snowdon-ranger,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
6e72b08041,images,,snowdon-ranger,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
6e72b08041,images,,snowdon-ranger,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
6e72b08041,images,,snowdon-ranger,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
6e72b08041,images,,snowdon-ranger,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
92f164305d,images,,snowdon-rhyd-ddu,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
92f164305d,images,,snowdon-rhyd-ddu,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
92f164305d,images,,snowdon-rhyd-ddu,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
92f164305d,images,,snowdon-rhyd-ddu,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
92f164305d,images,,snowdon-rhyd-ddu,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
92f164305d,images,,snowdon-rhyd-ddu,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
92f164305d,images,,snowdon-rhyd-ddu,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
92f164305d,images,,snowdon-rhyd-ddu,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
92f164305d,images,,snowdon-rhyd-ddu,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
92f164305d,images,,snowdon-rhyd-ddu,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
2465274680,images,,snowdon-watkin,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
2465274680,images,,snowdon-watkin,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
2465274680,images,,snowdon-watkin,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
2465274680,images,,snowdon-watkin,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
2465274680,images,,snowdon-watkin,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
2465274680,images,,snowdon-watkin,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
2465274680,images,,snowdon-watkin,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
2465274680,images,,snowdon-watkin,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
2465274680,images,,snowdon-watkin,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
2465274680,images,,snowdon-watkin,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
a77803ee43,images,,stackpole-quay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
a77803ee43,images,,stackpole-quay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
a77803ee43,images,,stackpole-quay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
a77803ee43,images,,stackpole-quay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
a77803ee43,images,,stackpole-quay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
a77803ee43,images,,stackpole-quay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
a77803ee43,images,,stackpole-quay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
7074596571,images,,sugar-loaf,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
7074596571,images,,sugar-loaf,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
7074596571,images,,sugar-loaf,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
7074596571,images,,sugar-loaf,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
7074596571,images,,sugar-loaf,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
7074596571,images,,sugar-loaf,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
7074596571,images,,sugar-loaf,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
7074596571,images,,sugar-loaf,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
7074596571,images,,sugar-loaf,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
7074596571,images,,sugar-loaf,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
8ec7ad5aca,images,,table-mountain-crickhowell,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
8ec7ad5aca,images,,table-mountain-crickhowell,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
8ec7ad5aca,images,,table-mountain-crickhowell,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
8ec7ad5aca,images,,table-mountain-crickhowell,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
8ec7ad5aca,images,,table-mountain-crickhowell,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
8ec7ad5aca,images,,table-mountain-crickhowell,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
8ec7ad5aca,images,,table-mountain-crickhowell,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
8ec7ad5aca,images,,table-mountain-crickhowell,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
8ec7ad5aca,images,,table-mountain-crickhowell,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
8ec7ad5aca,images,,table-mountain-crickhowell,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
acb0b89e9f,images,,tal-y-fan,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
acb0b89e9f,images,,tal-y-fan,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
acb0b89e9f,images,,tal-y-fan,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
acb0b89e9f,images,,tal-y-fan,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
acb0b89e9f,images,,tal-y-fan,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
acb0b89e9f,images,,tal-y-fan,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
acb0b89e9f,images,,tal-y-fan,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
acb0b89e9f,images,,tal-y-fan,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
acb0b89e9f,images,,tal-y-fan,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
acb0b89e9f,images,,tal-y-fan,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
43df05fefa,images,,talybont-reservoir,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
43df05fefa,images,,talybont-reservoir,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
43df05fefa,images,,talybont-reservoir,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
43df05fefa,images,,talybont-reservoir,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
43df05fefa,images,,talybont-reservoir,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
43df05fefa,images,,talybont-reservoir,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
43df05fefa,images,,talybont-reservoir,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
43df05fefa,images,,talybont-reservoir,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
43df05fefa,images,,talybont-reservoir,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
43df05fefa,images,,talybont-reservoir,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
922d81dceb,images,,tenby-north,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
922d81dceb,images,,tenby-north,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
922d81dceb,images,,tenby-north,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
922d81dceb,images,,tenby-north,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
922d81dceb,images,,tenby-north,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
922d81dceb,images,,tenby-north,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
922d81dceb,images,,tenby-north,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
efb4324a0b,images,,tenby-south,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
efb4324a0b,images,,tenby-south,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
efb4324a0b,images,,tenby-south,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
efb4324a0b,images,,tenby-south,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
efb4324a0b,images,,tenby-south,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
efb4324a0b,images,,tenby-south,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
efb4324a0b,images,,tenby-south,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
efb4324a0b,images,,tenby-south,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
efb4324a0b,images,,tenby-south,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
efb4324a0b,images,,tenby-south,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
8cad702c79,images,,three-cliffs,,content/images/swimming.csv,1.00,csv-only,subgroup=swimming
9bf5cdbc2a,images,,three-cliffs-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
9bf5cdbc2a,images,,three-cliffs-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
9bf5cdbc2a,images,,three-cliffs-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
9bf5cdbc2a,images,,three-cliffs-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
9bf5cdbc2a,images,,three-cliffs-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
9bf5cdbc2a,images,,three-cliffs-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
9bf5cdbc2a,images,,three-cliffs-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
9bf5cdbc2a,images,,three-cliffs-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
9bf5cdbc2a,images,,three-cliffs-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
9bf5cdbc2a,images,,three-cliffs-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
469fa61bc3,images,,tor-bay,,content/images/beaches-south.csv,1.00,csv-only,subgroup=beaches-south
b3637c941d,images,,tor-y-foel,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
b3637c941d,images,,tor-y-foel,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
b3637c941d,images,,tor-y-foel,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
b3637c941d,images,,tor-y-foel,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
b3637c941d,images,,tor-y-foel,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
b3637c941d,images,,tor-y-foel,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
b3637c941d,images,,tor-y-foel,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
b3637c941d,images,,tor-y-foel,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
b3637c941d,images,,tor-y-foel,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
b3637c941d,images,,tor-y-foel,,content/images/mountains.csv,1.00,csv-only,subgroup=mountains
2fa49a75bc,images,Broad Haven 02.JPG,traeth-llydan,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
2fa49a75bc,images,Broad Haven 03.JPG,traeth-llydan,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
2fa49a75bc,images,Broad Haven 04.JPG,traeth-llydan,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
2fa49a75bc,images,Broad Haven 09.JPG,traeth-llydan,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
2fa49a75bc,images,Broad Haven 10.JPG,traeth-llydan,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
2fa49a75bc,images,Broad Haven 11.JPG,traeth-llydan,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
2fa49a75bc,images,Broad Haven 12.JPG,traeth-llydan,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
2fa49a75bc,images,Broad Haven 13.JPG,traeth-llydan,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
2fa49a75bc,images,Broad Haven 14.JPG,traeth-llydan,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
2fa49a75bc,images,Broad Haven 16.JPG,traeth-llydan,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
42bad84211,images,A hanging valley above Traeth Penllech - geograph.org.uk - 2056841.jpg,traeth-penllech,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
42bad84211,images,A steep section of the coastal path above Traeth Penllech - geograph.org.uk - 2056839.jpg,traeth-penllech,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
42bad84211,images,Beach headland on Traeth Penllech - geograph.org.uk - 2057218.jpg,traeth-penllech,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
42bad84211,images,Beached kelp at the southern end of Traeth Penllech - geograph.org.uk - 2056694.jpg,traeth-penllech,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
42bad84211,images,Cliff-top path above the southern end of Traeth Penllech - geograph.org.uk - 2056706.jpg,traeth-penllech,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
42bad84211,images,Cliffs above Traeth Penllech - geograph.org.uk - 2056832.jpg,traeth-penllech,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
42bad84211,images,Coastal rock on Traeth Penllech - geograph.org.uk - 6894327.jpg,traeth-penllech,,content/images/beaches-north.csv,1.00,csv-only,subgroup=beaches-north
